srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
160460,2013-02-08 06:47:06,5,219,,,219,24475,2,4.5,1,0.69,,4.26,7,55.0,0,4220,1,42,2,0,1,1,,40.94,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
92227,2012-11-18 20:46:29,5,219,,,59,48658,5,4.5,1,3.04,0.3912,6.21,4,470.0,0,22546,5,14,1,0,1,0,,1261.98,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
467055,2013-02-26 20:20:15,5,219,,,219,109650,4,4.0,1,4.39,0.0323,5.79,35,379.0,0,18774,2,80,2,0,1,1,,1443.35,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
599096,2013-06-27 18:10:49,31,100,,,100,83793,3,4.5,1,2.48,0.0103,0.0,7,105.0,1,7683,1,2,2,0,1,1,,,0,,,,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,0,,0
272152,2012-11-06 07:21:51,5,219,,,219,8282,3,4.5,1,2.94,0.1012,4.79,27,90.0,0,8081,1,0,2,0,1,0,,176.34,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,24.0,,,,,,,-1.0,0.0,5.0,0,,0
178431,2013-01-16 08:00:27,5,219,,,219,75392,3,4.5,1,2.77,0.1007,5.12,9,164.0,0,16135,1,168,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
74861,2013-06-23 14:21:31,5,219,,,219,118098,3,4.5,1,2.48,0.0059,0.0,3,232.0,0,28201,4,14,2,1,1,0,,852.85,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
400021,2013-01-31 14:59:13,12,117,,,99,61806,4,4.0,1,3.3,0.2073,5.16,1,122.2,0,3218,1,11,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
540033,2013-05-02 03:32:21,5,219,,,219,92499,4,4.5,1,1.95,0.0394,5.33,4,169.0,0,5156,1,29,2,0,1,1,-37.854,114.68,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
424462,2013-01-31 15:34:04,14,100,,,219,119716,2,2.5,1,1.39,0.0531,4.73,27,50.14,0,23714,1,0,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
560967,2013-05-09 11:25:40,19,158,3.72,176.64,39,135668,5,3.5,1,3.93,0.521,5.68,4,282.02,0,1284,1,1,1,1,2,1,,,1,,,,-1.0,0.0,25.0,-1.0,0.0,24.0,-1.0,0.0,25.0,-1.0,0.0,25.0,,,,,,,,,,0,,0
640877,2012-12-31 15:02:14,5,219,,,219,33891,2,3.0,1,2.56,0.028,4.09,35,74.0,0,22918,1,30,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
343291,2012-11-24 14:35:50,14,100,,,100,119002,4,4.0,1,4.3,0.2885,5.48,7,139.99,0,6948,1,0,4,0,2,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
232874,2013-04-19 21:16:59,5,219,,,31,77900,4,4.5,0,2.08,0.0043,5.04,21,146.0,0,7942,2,43,2,0,1,1,-6.6835,6087.73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
141761,2013-04-29 04:23:54,5,219,,,219,34790,3,4.0,0,4.89,0.5094,5.31,12,264.0,0,4045,1,4,2,0,1,1,,198.3,0,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
632390,2013-05-26 17:38:03,14,100,,,100,15631,3,3.0,1,2.56,0.1969,4.76,6,71.72,0,26120,1,0,1,0,1,0,,1.69,1,,,,-1.0,0.0,10.0,,,,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0
520740,2013-05-08 16:08:39,5,219,,,219,63345,3,3.5,1,2.48,,4.68,25,72.0,0,26600,1,2,2,0,1,1,,79.39,0,,,,,1.0,,,,,,,,-1.0,0.0,9.0,,,,,,,,,,0,,0
305510,2013-04-07 17:09:59,19,158,,,98,113693,3,3.0,0,4.44,0.1927,4.09,31,42.13,0,4862,2,41,3,0,1,1,,,0,,,,,,,,,,0.0,0.0,,1.0,0.0,4.0,,,,,,,,,,0,,0
47582,2013-02-05 21:31:24,24,216,,,219,139626,3,3.5,1,1.95,,4.55,32,98.65,0,15588,1,31,3,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
518123,2013-06-16 10:46:29,5,219,,,219,72846,3,3.5,1,0.0,,0.0,23,234.0,0,10328,4,14,2,0,1,0,,65.33,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
140236,2013-02-14 06:25:06,14,100,,,219,96651,3,0.0,1,0.0,0.0014,4.74,20,164.85,0,21948,1,36,2,0,1,1,,287.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
403853,2013-04-18 13:29:21,5,219,2.64,166.17,219,137955,3,4.5,1,2.83,0.0857,4.96,9,149.0,0,26938,1,4,1,1,1,0,,1940.83,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
332369,2012-11-14 19:08:18,5,219,,,219,28522,2,3.5,1,1.39,,5.06,28,80.0,0,22059,2,9,3,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
454381,2013-02-15 08:30:15,5,219,,,219,122749,4,4.5,0,3.09,0.0519,4.92,1,109.0,1,18547,2,9,2,0,1,0,,197.81,1,,,,-1.0,0.0,8.0,-1.0,0.0,8.0,,,,0.0,0.0,72.0,,,,,,,0.0,0.0,,0,,0
477194,2013-01-02 08:27:49,5,219,,,219,90312,5,4.5,1,4.49,0.0528,5.61,18,192.0,0,12802,3,9,2,0,1,1,-27.4677,123.51,0,,,,-1.0,0.0,14.0,-1.0,0.0,14.0,,,,-1.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0
384753,2013-05-27 15:19:04,5,219,,,219,48443,3,4.5,1,3.26,0.0341,5.48,31,145.0,0,11537,1,0,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
371536,2012-12-19 14:39:09,5,219,,,219,42895,3,4.5,1,0.0,0.0005,4.86,36,110.0,0,8026,1,5,1,0,1,0,,291.83,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
563350,2013-06-23 11:44:19,5,219,,,219,50724,2,3.0,1,1.95,0.008,0.0,37,61.0,0,24674,1,15,2,0,1,0,-17.916,2583.67,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
595630,2013-01-28 14:14:09,5,219,,,219,46223,2,3.5,1,2.64,0.049,4.55,31,60.0,0,18495,2,1,1,0,1,0,,2379.11,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
130627,2013-04-02 18:20:24,19,158,,,158,136875,4,3.0,0,2.3,0.0065,4.24,26,68.16,0,9392,1,20,1,0,1,0,,,1,,,,,,,1.0,0.0,114.0,-1.0,0.0,16.0,-1.0,0.0,11.0,,,,,,,,,,0,,0
447601,2013-04-11 13:53:29,5,219,,,219,46320,2,3.5,1,2.2,0.015,4.71,7,90.0,0,26928,1,2,2,0,1,1,,76.44,0,,,,-1.0,0.0,11.0,0.0,0.0,11.0,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,0,,0
24853,2013-05-15 23:07:04,24,216,,,219,139197,4,4.0,0,5.96,0.3826,5.85,12,220.22,1,24700,7,82,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
525676,2012-11-13 14:58:18,14,100,,,219,2809,3,3.0,0,3.43,0.017,4.83,36,143.7,1,25479,2,136,2,0,1,1,,2756.36,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
392468,2012-12-03 21:20:37,9,59,,,216,117395,3,0.0,0,3.64,,4.49,12,63.71,0,6127,2,17,1,0,1,1,,7417.09,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
401741,2012-12-04 11:46:13,7,100,,,219,32695,2,4.5,1,1.95,,3.98,29,72.53,0,26938,1,2,2,0,1,1,,278.24,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
533258,2013-01-28 12:20:51,16,31,,,55,39597,2,3.0,0,4.97,0.5954,5.1,33,184.34,0,5450,3,79,3,0,1,0,,878.55,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
355414,2013-01-30 22:49:31,32,220,,,39,35711,5,4.0,1,0.69,0.0009,6.06,27,386.5,0,15122,3,156,5,3,3,1,,3916.62,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
235912,2013-06-27 06:12:43,5,219,,,219,83169,2,3.0,1,2.08,0.0701,0.0,21,75.0,0,2562,1,8,1,0,1,1,,420.62,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
558519,2012-12-12 21:22:13,5,219,3.5,176.51,219,82691,3,3.5,1,1.39,0.0342,5.36,4,189.0,0,11917,3,5,1,0,1,0,,8.18,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
558883,2013-04-13 09:45:16,5,219,,,219,34082,3,4.0,1,2.71,0.0387,5.45,30,150.0,0,6621,2,37,1,0,1,0,,3783.59,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1215,2013-06-26 13:12:01,5,219,,,219,118936,2,3.0,0,3.97,0.1283,0.0,7,150.0,0,27770,3,32,2,0,1,0,,344.46,1,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
638543,2013-02-27 15:56:21,32,220,,,81,55727,5,4.5,0,0.69,0.0392,5.78,16,553.68,0,28088,4,197,1,0,1,1,,4227.82,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
92188,2013-06-08 18:55:37,5,219,,,219,39004,4,4.5,1,4.89,0.4079,0.0,8,229.0,0,23090,2,13,1,0,1,1,,1330.46,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
320624,2013-04-27 13:12:35,5,219,,,154,75255,1,3.5,0,1.79,0.0235,4.42,7,41.0,0,5192,1,10,1,0,1,0,,4679.68,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,-1.0,0.0,2.0,,,,0,,0
33417,2012-11-27 11:23:50,14,100,,,100,49122,3,3.0,0,1.39,0.0326,4.76,29,89.48,0,19215,3,5,1,0,1,0,,3.28,0,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,0,,0
185126,2012-11-03 06:40:06,5,219,3.32,185.26,219,59631,3,4.5,1,3.3,0.2539,4.71,9,89.0,0,26085,1,30,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
498143,2013-06-20 05:05:57,5,219,,,219,45953,4,4.0,1,2.48,0.1355,0.0,1,109.0,1,1641,3,0,2,0,1,1,,458.97,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
243191,2013-05-17 18:04:17,5,219,,,219,109858,4,4.5,1,2.08,0.2356,5.05,3,109.0,0,11675,1,7,2,0,1,1,,1.49,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
441941,2013-01-10 18:16:55,5,117,3.23,146.96,220,2987,4,4.0,0,4.37,0.4085,4.98,1,101.0,1,19553,2,16,2,0,1,1,,,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
403745,2013-03-06 16:37:22,5,219,,,219,80701,4,4.5,1,2.56,0.0857,5.79,1,341.0,1,16732,4,26,1,0,1,0,,1166.73,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
642374,2013-02-14 02:17:42,5,137,2.93,113.28,219,124143,3,0.0,1,1.61,,4.77,27,109.0,0,13228,1,55,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
110631,2013-04-23 03:25:27,5,129,,,129,135212,3,4.0,0,4.99,0.5916,5.1,26,163.0,0,447,1,1,1,0,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,19.0,,,,,1.0,,1.0,0.0,23.0,0,,0
345420,2012-12-09 21:41:16,15,55,,,55,16817,3,0.0,1,0.0,,4.43,7,109.08,0,23108,2,5,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
5932,2013-02-08 10:44:29,5,219,,,31,65349,4,3.5,0,6.42,0.2169,5.09,4,128.0,1,23840,2,136,2,0,1,0,,4147.66,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
265801,2013-03-28 07:51:05,5,219,,,219,61774,2,3.0,1,1.79,0.1413,4.39,13,64.0,0,18293,5,1,2,0,1,0,,4.72,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
434964,2013-06-16 14:44:38,5,219,,,219,30926,3,5.0,1,4.01,0.1046,0.0,18,195.0,0,8841,1,63,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
419946,2013-04-25 19:44:36,14,100,,,219,83834,5,5.0,1,5.71,0.102,6.13,36,983.53,0,4562,3,22,2,1,1,1,,386.19,1,0.0,0.0,14.0,-1.0,0.0,14.0,0.0,0.0,,0.0,0.0,16.0,0.0,0.0,,,,,,,,-1.0,0.0,14.0,0,,0
276041,2013-03-29 15:35:27,5,219,,,219,31183,4,4.0,1,1.39,0.0524,4.53,28,89.0,0,10794,1,1,3,0,1,1,,40.14,0,,,,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
106256,2013-05-03 14:09:08,5,219,,,14,111421,3,3.5,0,2.3,0.531,4.08,7,42.0,0,20372,1,1,2,0,1,1,,7309.55,0,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,,,,0,,0
137298,2013-02-19 14:01:35,5,219,,,219,52576,4,4.5,0,3.09,0.333,5.03,10,120.0,0,11598,1,7,2,1,1,0,,65.74,0,,,,-1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,0,,0
303614,2013-02-01 10:40:28,15,55,,,219,58051,3,4.5,1,5.58,0.6841,5.61,6,315.44,0,21160,7,96,2,0,1,0,,,1,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
487900,2012-11-27 09:35:37,5,219,,,219,118507,3,4.0,1,1.61,0.0021,5.29,29,139.0,0,15307,5,1,1,0,1,0,,251.66,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
66967,2013-01-12 22:20:23,5,219,,,219,64020,3,4.0,0,3.83,0.0433,4.6,27,60.0,1,8347,3,48,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,11.0,,,,,,,1.0,0.0,11.0,0,,0
208273,2013-02-08 08:19:59,5,219,,,219,38091,3,4.0,0,4.09,0.2034,5.07,18,86.0,0,27770,1,13,2,0,1,1,,1545.8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
629893,2013-03-20 18:59:57,5,219,,,219,27690,4,4.5,1,1.39,0.1156,5.61,2,259.0,0,14153,3,14,1,2,1,0,,884.1,0,,,,-1.0,0.0,24.0,,,,,,,1.0,0.0,24.0,,,,,,,0.0,0.0,,1,868.62,1
219337,2013-02-11 07:29:27,5,219,,,219,17134,3,4.0,0,3.14,0.1429,5.78,19,223.0,1,7516,1,14,4,0,2,0,,830.78,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
467304,2013-02-10 20:42:32,5,219,,,219,105538,4,4.0,0,5.33,0.5287,5.81,7,183.0,1,21160,1,10,1,0,1,0,,201.49,0,,,,1.0,0.0,12.0,1.0,0.0,12.0,,,,1.0,0.0,12.0,,,,,,,1.0,0.0,12.0,0,,0
204524,2013-03-09 19:55:45,5,219,,,219,63894,3,4.5,1,2.77,0.0708,4.86,34,122.0,0,10559,1,10,1,0,1,0,,1421.02,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
344495,2013-06-05 07:52:17,5,219,,,219,101884,4,4.5,1,3.4,0.044,0.0,3,140.0,1,24131,1,2,2,0,1,1,,288.54,0,,,,0.0,0.0,,1.0,0.0,16.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
447484,2013-06-25 20:38:56,24,216,,,216,2842,4,4.5,0,4.22,0.2707,0.0,13,101.22,0,25055,1,3,2,0,1,1,,,1,,,,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
464463,2013-01-13 10:24:23,5,219,,,134,39889,3,0.0,0,1.39,,5.58,9,160.0,1,15012,3,174,2,0,1,1,,2822.82,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
251433,2013-03-11 12:42:43,5,219,,,219,132162,2,3.5,1,2.3,0.0032,4.35,34,65.0,0,1020,1,6,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,22.0,0,,0
345720,2012-12-31 21:12:03,15,55,,,55,18394,4,4.0,0,4.51,0.1044,5.01,4,120.25,1,18369,1,1,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
650267,2013-06-25 11:06:42,5,219,,,219,10015,3,4.0,0,2.77,0.0853,0.0,31,186.0,0,21061,3,8,2,0,1,0,,922.42,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
207150,2012-11-23 01:51:17,24,216,4.0,175.39,164,129862,4,3.5,1,3.0,0.0248,4.45,26,87.96,0,3217,6,2,4,0,2,0,,,0,,,,0.0,0.0,17.0,0.0,0.0,,-1.0,0.0,19.0,0.0,0.0,,,,,,,,,,,0,,0
513779,2012-11-05 09:43:27,5,219,,,219,3775,3,4.0,1,4.29,0.2241,5.09,9,150.0,1,13870,5,52,2,0,1,0,,,0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,0,,0
547738,2012-11-16 11:03:52,31,219,,,219,130305,2,3.0,1,2.48,0.2877,4.52,1,71.0,1,23839,1,2,2,0,1,0,,231.87,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,80.58,1
69681,2012-11-21 21:32:04,5,219,,,219,39851,2,4.0,1,2.83,0.0963,4.84,33,115.0,0,4075,1,25,1,0,1,0,,1189.04,0,,,,0.0,0.0,8.0,,,,,,,,,,,,,,,,1.0,0.0,8.0,0,,0
53055,2013-02-27 22:43:31,5,219,,,219,127898,3,3.5,0,4.22,0.1185,4.88,2,187.0,1,11323,1,12,2,1,1,0,,181.79,1,,,,0.0,0.0,14.0,0.0,0.0,18.0,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,14.0,0,,0
573223,2013-01-06 18:10:39,5,219,,,219,113323,3,4.5,1,2.77,0.1162,4.86,12,159.0,0,19816,1,2,1,0,1,0,,32.26,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
643215,2013-05-10 02:08:02,32,100,,,100,39573,3,4.5,1,2.56,,4.98,25,117.29,0,6080,2,7,1,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,8.0,,,,,,,,,,0,,0
111399,2013-04-03 19:19:03,5,219,,,219,67636,3,4.0,0,3.53,0.0892,5.3,4,214.0,0,19363,2,2,2,0,1,1,,168.81,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
320378,2013-03-17 18:35:11,14,100,,,100,48230,4,4.5,0,4.45,0.2664,5.54,29,183.44,1,12454,2,13,3,0,1,1,,2.36,0,,,,1.0,0.0,13.0,0.0,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
172634,2012-12-28 04:04:35,5,219,,,219,109972,3,5.0,1,2.4,0.0015,4.94,13,195.0,0,2463,3,226,2,0,1,0,-55.3389,2120.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
392483,2013-05-02 08:43:04,5,219,,,215,23735,5,4.5,1,6.06,0.1614,5.57,5,207.0,1,9371,5,135,2,0,1,0,,3562.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
51286,2012-11-01 09:33:39,5,219,,,219,122222,3,4.0,1,2.4,,5.07,21,120.0,0,6968,1,8,1,0,1,1,,64.78,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
249671,2013-05-08 16:06:44,5,219,,,219,22894,2,3.5,1,2.3,0.0876,4.37,8,79.0,0,25332,4,26,2,1,1,0,,,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0,,0
535264,2013-01-08 17:11:06,5,219,,,219,27040,4,4.5,1,3.64,0.2654,5.59,9,229.0,0,16317,2,14,2,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
335765,2012-12-12 15:17:24,19,158,4.47,249.2,158,116314,5,3.0,1,3.3,0.0016,5.56,16,165.68,0,4374,1,0,1,1,1,0,,700.51,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0,,0
512763,2012-12-04 14:43:53,9,59,,,99,73310,4,4.5,0,5.87,0.0148,5.74,33,209.64,0,13292,1,7,2,0,1,0,,5724.12,1,,,,,,,1.0,0.0,26.0,,,,0.0,0.0,,1.0,0.0,27.0,1.0,0.0,130.0,,,,0,,0
620480,2013-06-16 15:34:40,14,99,,,100,48390,3,3.0,0,2.2,0.047,0.0,6,63.91,0,325,13,17,1,1,2,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
88545,2013-01-03 13:28:42,5,181,,,219,98577,4,4.0,1,2.4,0.0189,5.24,24,125.0,0,11381,1,43,2,1,1,1,,,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
267019,2013-03-04 18:22:46,5,219,,,219,138247,3,4.0,1,2.4,0.0029,5.34,20,104.0,0,1986,1,20,2,0,1,0,,1581.55,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
546758,2013-01-08 17:08:21,14,100,,,31,53171,3,4.5,0,6.82,0.0532,5.43,34,299.99,0,15620,6,173,4,0,1,0,,4093.92,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
640863,2012-11-07 13:40:29,5,219,,,219,31036,3,4.0,1,2.56,0.0153,4.63,16,80.0,0,5536,1,11,1,1,1,0,,101.26,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
324669,2013-01-15 13:41:43,32,220,,,219,88616,4,4.0,1,0.69,0.0064,5.1,18,198.63,0,13870,5,9,2,0,1,0,,,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
397049,2013-06-12 22:40:43,5,219,,,81,40173,2,0.0,0,2.3,,0.0,31,19.0,0,3919,1,11,1,1,1,0,,10450.93,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
553598,2012-11-27 09:20:39,5,219,,,219,127861,4,4.5,1,1.95,0.0118,6.08,8,640.0,0,17713,3,32,2,4,2,1,,880.62,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
265528,2013-03-08 00:49:51,5,219,,,219,3773,3,4.0,1,3.22,0.176,4.89,35,169.0,0,23753,2,2,1,0,1,0,,192.03,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
